date;agua_vermelha;belo_monte;dona_francisca;emborcacao;furnas;ita;itaipu;itumbiara;lageado;nova_avanhandava;nova_ponte;porto_primavera;rosana;salto_caxias;santa_cecilia;santo_antonio;sao_luiz_do_tapajos;sao_simao;serra_da_mesa;sobradinho;teles_pires;tres_marias;tucurui;xingo
1986-02-01;214.09;301.1;119.75;240.94;245.09;137.87;229.01;202.77;193.85;223.49;235.4;225.58;202.64;202.94;282.57;276.89;278.52;190.21;179.31;128.38;305.37;222.18;241.35;100.12
1986-03-01;211.19;294.69;205.63;119.15;180.8;87.73;143.79;146.44;203.49;196.3;206.35;154.83;211.94;118.97;242.07;247.26;348.53;208.34;149.86;70.65;304.01;119.45;263.97;192.79
1986-04-01;48.24;202.55;264.6;28.3;41.55;196.24;108.43;39.24;115.77;52.2;45.45;82.42;64.09;156.24;65.59;135.62;190.38;55.41;74.55;51.25;157.28;33.6;166.85;68.88
1986-05-01;101.66;73.38;187.79;34.96;83.71;164.21;213.81;37.68;14.67;97.95;55.26;144.69;111.67;181.22;76.65;118.67;112.31;59.9;21.73;10.05;65.83;40.97;37.06;24.62
1986-06-01;5.7;32.93;139.92;5.75;8.7;53.13;23.58;4.57;3.05;9.65;7.44;11.89;6.77;36.68;11.41;18.52;15.9;3.8;3.55;3.09;6.09;7.21;16.14;20.63
1986-07-01;31.44;27.9;90.46;16.16;39.45;43.9;46.48;12.77;3.73;24.98;34.25;21.78;21.91;44.09;39.51;23.02;20.17;13.13;7.0;6.3;6.85;30.05;8.09;20.07
1986-08-01;56.02;33.61;185.19;30.64;71.27;112.26;138.57;32.44;13.11;96.58;41.31;134.07;74.22;121.42;87.74;57.3;54.06;38.2;24.41;11.69;50.64;41.44;24.0;8.57
1986-09-01;28.11;83.4;137.52;25.48;26.52;137.64;95.8;35.77;17.51;35.22;43.14;64.91;46.89;137.35;46.14;81.57;109.5;48.7;19.14;6.47;83.66;16.67;43.35;6.66
1986-10-01;71.21;215.34;119.81;65.23;46.11;124.58;86.74;91.45;149.5;58.06;68.85;65.62;70.35;127.99;57.7;85.26;174.17;82.48;106.77;66.76;216.42;29.14;172.01;9.22
1986-11-01;118.21;152.35;350.52;100.99;142.73;202.3;114.56;118.53;118.9;121.75;133.56;124.28;120.97;158.31;167.43;186.12;206.65;117.01;133.47;68.3;200.02;130.37;149.07;31.61
1986-12-01;368.57;235.95;78.37;350.95;468.08;125.15;206.46;359.77;236.28;334.78;428.7;255.53;267.2;183.13;407.57;191.05;258.82;356.81;287.64;193.45;263.5;380.28;244.89;48.66
1987-01-01;299.06;219.1;191.07;195.89;275.83;196.73;164.3;198.1;179.85;288.46;270.86;187.65;270.73;161.08;295.31;264.09;282.16;229.66;177.93;88.15;235.89;216.92;193.61;43.23
1987-02-01;202.55;232.07;168.06;119.52;181.08;162.85;185.06;170.77;161.37;210.14;164.37;204.59;187.15;203.85;205.02;158.65;249.15;210.94;161.22;58.99;263.26;122.16;196.49;36.87
1987-03-01;141.65;342.7;96.92;142.42;129.65;65.54;95.2;199.03;321.96;103.28;146.72;59.36;141.37;64.25;132.51;181.45;327.32;222.03;245.38;169.51;315.27;126.73;307.23;182.99
1987-04-01;78.29;161.19;305.53;117.5;129.06;183.77;156.2;134.07;109.93;62.01;131.78;81.5;82.7;157.56;178.76;110.19;154.86;104.25;98.28;85.11;119.1;107.51;111.47;51.03
1987-05-01;75.3;70.99;190.99;25.86;77.31;278.41;237.84;20.72;14.48;154.3;36.24;216.22;85.52;325.79;150.5;77.24;78.14;24.46;16.94;12.32;44.77;32.84;33.19;27.5
1987-06-01;22.91;30.61;116.1;10.58;31.93;139.91;108.71;7.48;3.14;77.88;13.45;136.98;30.28;147.13;77.37;47.94;38.48;14.71;4.73;3.68;8.4;15.49;11.29;22.46
1987-07-01;12.88;10.08;352.27;5.82;11.47;161.97;69.33;5.11;2.94;21.65;10.76;47.64;16.67;98.46;18.97;28.97;10.0;5.34;3.99;2.9;3.45;10.04;4.52;19.12
1987-08-01;8.39;30.25;157.87;5.83;12.07;136.15;42.31;7.25;3.87;12.09;7.32;26.07;13.46;83.88;14.07;20.73;23.61;9.37;3.82;2.44;9.17;8.76;13.0;6.54
1987-09-01;66.39;69.11;132.89;42.21;102.62;94.11;65.0;39.24;27.64;68.72;54.19;80.18;46.42;77.11;98.19;48.37;72.23;37.4;30.54;16.69;63.31;53.65;49.53;4.7
1987-10-01;107.88;143.31;141.44;133.81;97.66;217.04;169.19;144.88;95.34;91.29;127.67;120.3;156.67;155.52;101.81;131.94;133.91;158.32;135.05;47.73;126.96;103.96;126.8;7.66
1987-11-01;203.05;198.19;109.91;207.43;154.24;77.43;182.65;252.41;244.53;137.57;194.21;152.08;159.6;113.89;110.74;208.43;242.01;208.95;275.61;167.34;284.66;156.2;213.62;24.49
1987-12-01;200.66;259.22;87.0;374.76;277.05;134.63;150.54;364.18;355.52;167.98;282.38;131.48;190.96;132.16;202.72;245.97;289.71;315.67;337.36;257.41;330.19;330.16;279.18;28.44
1988-01-01;205.7;281.46;226.56;180.73;233.97;160.1;130.89;177.88;221.37;241.6;193.09;169.28;219.06;154.65;284.97;256.4;304.83;221.92;184.8;120.76;284.88;176.52;246.91;59.66
1988-02-01;286.49;341.38;76.13;285.9;290.21;119.18;127.65;285.43;260.64;204.67;339.67;133.86;243.45;128.68;295.34;217.51;361.24;281.33;281.88;127.06;382.27;293.53;280.41;31.34
1988-03-01;190.58;312.6;58.7;167.39;162.93;68.77;76.87;213.97;288.06;176.04;155.06;109.91;206.52;73.31;197.99;278.6;329.07;226.04;261.89;181.88;346.27;147.69;287.0;202.31
